Month,Day,Hour,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (W/m2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
7,21,9,775,104,28.3,2.5,0.2,568.131,40.878,91.554,87.704
7,21,10,498,262,30.1,2.8,0.2,650.941,43.701,102.211,97.959
7,21,11,905,109,32.3,3,0.2,932.484,51.134,141.982,136.23
7,21,12,623,278,33.6,3.1,0.2,908.247,51.598,136.901,131.341
7,21,13,920,123,34.4,3.2,0.2,1053.356,54.958,156.825,150.514
7,21,14,912,125,35.2,3.2,0.2,1012.037,54.96,150.998,144.907
7,21,15,882,127,35.3,3.2,0.2,899.889,52.888,136.184,130.651
7,21,16,853,115,34.6,3.1,0.2,738.594,49.302,114.361,109.651
7,21,17,820,94,33.9,2.8,0.2,535.933,45.157,85.118,81.511
7,21,18,749,73,32.8,2.3,0.2,311.084,39.819,46.484,44.334
7,21,19,595,52,30.2,1.4,0.2,98.2,32.614,10.737,9.935
7,21,20,251,20,26.5,1.1,0.2,19.026,27.018,2.125,1.648
7,21,21,0,0,24.8,1.7,0.2,0,24.8,0,0
7,21,22,0,0,23.7,2.3,0.2,0,23.7,0,0
7,21,23,0,0,22.9,2.8,0.2,0,22.9,0,0
7,22,0,0,0,21.9,2.9,0.2,0,21.9,0,0
7,22,1,0,0,21.1,2.7,0.2,0,21.1,0,0
7,22,2,0,0,20.3,2.7,0.2,0,20.3,0,0
7,22,3,0,0,19.7,2.7,0.2,0,19.7,0,0
7,22,4,0,0,19,2.8,0.2,0,19,0,0
7,22,5,0,0,18.4,3,0.2,0,18.4,0,0
7,22,6,86,11,18.8,3.5,0.2,8.191,18.94,0.909,0.477
7,22,7,498,51,20.7,4.1,0.2,123.64,22.664,16.125,15.12
7,22,8,695,74,23.6,3.8,0.2,340.879,29.639,55.15,52.673
7,22,9,798,89,26.6,2.9,0.2,566.332,38.282,92.3,88.422
7,22,10,857,100,29,2,0.2,765.052,47.61,119.097,114.208
7,22,11,893,109,30.7,1.6,0.2,921.533,55.051,138.026,132.423
7,22,12,912,114,32.1,1.6,0.2,1016.89,58.947,149.068,143.049
7,22,13,936,105,33.1,1.8,0.2,1051.409,59.683,153.452,147.267
7,22,14,931,105,33.7,2.1,0.2,1010.375,57.735,149.048,143.03
7,22,15,108,467,33.8,2.6,0.2,550.503,45.665,84.245,80.67
7,22,16,883,96,33.3,3.4,0.2,738.896,47.315,115.457,110.706
7,22,17,831,87,32.3,4.1,0.2,534.547,41.456,86.244,82.595
7,22,18,740,73,30.6,4.8,0.2,307.726,35.3,46.835,44.671
7,22,19,581,53,28.2,5.3,0.2,97.313,29.464,10.871,10.064
7,22,20,231,20,25.5,5.3,0.2,19.026,25.754,2.139,1.661
7,22,21,0,0,23.5,5.3,0.2,0,23.5,0,0
7,22,22,0,0,22,5.4,0.2,0,22,0,0
7,22,23,0,0,20.6,5.2,0.2,0,20.6,0,0
7,23,0,0,0,19.6,5,0.2,0,19.6,0,0
7,23,1,0,0,18.7,4.5,0.2,0,18.7,0,0
7,23,2,0,0,17.8,3.7,0.2,0,17.8,0,0
7,23,3,0,0,17,3.4,0.2,0,17,0,0
7,23,4,0,0,16.2,3.3,0.2,0,16.2,0,0
7,23,5,0,0,15.6,3.4,0.2,0,15.6,0,0
7,23,6,144,11,15.9,4.1,0.2,7.604,16.019,0.852,0.423
7,23,7,580,43,17.8,5.1,0.2,129.747,19.585,16.654,15.629
7,23,8,765,60,20.3,5.2,0.2,353.302,25.48,58.053,55.467
7,23,9,858,71,23,5,0.2,582.605,31.842,97.539,93.463
7,23,10,913,78,25.4,4.5,0.2,785.573,38.092,127.219,122.024
7,23,11,945,83,27.6,4.1,0.2,941.921,43.656,148.027,142.047
7,23,12,964,85,29.5,3.8,0.2,1038.512,47.974,159.562,153.148
7,23,13,965,89,30.9,3.7,0.2,1064.293,50.113,161.847,155.347
7,23,14,960,89,31.9,3.6,0.2,1022.122,50.642,155.449,149.19
7,23,15,945,86,32.3,3.6,0.2,913.371,49.066,140.63,134.929
7,23,16,912,82,32.1,3.7,0.2,745.525,45.604,117.393,112.569
7,23,17,860,75,31.4,3.7,0.2,537.418,41.161,86.883,83.209
7,23,18,772,65,30,3.6,0.2,309.612,35.592,46.945,44.777
7,23,19,611,48,27.8,3,0.2,94.769,29.485,10.239,9.455
7,23,20,245,19,24.7,2.2,0.2,18.075,25.087,2.033,1.559
7,23,21,0,0,23.1,2.7,0.2,0,23.1,0,0
7,23,22,0,0,21.8,2.9,0.2,0,21.8,0,0
7,23,23,0,0,20.8,3,0.2,0,20.8,0,0
7,24,0,0,0,19.9,3.2,0.2,0,19.9,0,0
7,24,1,0,0,18.9,3.2,0.2,0,18.9,0,0
7,24,2,0,0,18,3,0.2,0,18,0,0
7,24,3,0,0,17.2,2.7,0.2,0,17.2,0,0
7,24,4,0,0,16.5,2.7,0.2,0,16.5,0,0
7,24,5,0,0,16,2.9,0.2,0,16,0,0
7,24,6,101,10,16.4,3.4,0.2,6.849,16.519,0.762,0.336
7,24,7,519,47,18.6,3.7,0.2,122.051,20.644,15.787,14.794
7,24,8,706,68,21.9,3.1,0.2,338.008,28.58,54.844,52.379
7,24,9,806,81,25.3,2.3,0.2,561.389,38.208,91.572,87.721
7,24,10,869,89,27.8,1.9,0.2,762.63,46.737,119.218,114.325
7,24,11,904,96,29.9,1.5,0.2,918.085,54.71,137.786,132.193
7,24,12,925,99,31.6,1.2,0.2,1014.511,60.975,147.483,141.524
7,24,13,939,97,32.9,1.1,0.2,1046.414,63.943,149.935,143.883
7,24,14,935,96,33.8,1.1,0.2,1005.159,63.631,144.545,138.697
7,24,15,924,91,34.3,1.2,0.2,900.134,60.398,132.033,126.656
7,24,16,897,86,34.3,1.4,0.2,738.495,54.764,111.873,107.256
7,24,17,852,77,33.7,1.6,0.2,534.687,47.903,84.045,80.478
7,24,18,773,65,32.5,1.6,0.2,309.313,40.547,45.91,43.781
7,24,19,622,47,30,1.2,0.2,96.079,32.45,10.249,9.465
7,24,20,266,18,26.5,1.1,0.2,17.123,26.966,1.903,1.433
7,24,21,0,0,24.7,1.3,0.2,0,24.7,0,0
7,24,22,0,0,23.4,1.8,0.2,0,23.4,0,0
7,24,23,0,0,22.4,2.6,0.2,0,22.4,0,0
7,25,0,0,0,21.3,3.3,0.2,0,21.3,0,0
7,25,1,0,0,20.1,3.3,0.2,0,20.1,0,0
7,25,2,0,0,19.1,3.2,0.2,0,19.1,0,0
7,25,3,0,0,18.2,3.1,0.2,0,18.2,0,0
7,25,4,0,0,17.4,3,0.2,0,17.4,0,0
7,25,5,0,0,16.7,2.9,0.2,0,16.7,0,0
7,25,6,119,10,17.2,3.1,0.2,6.889,17.325,0.763,0.337
7,25,7,556,45,19.7,3,0.2,126.598,22.061,16.138,15.132
7,25,8,744,66,23.3,2.3,0.2,349.906,31.269,56.176,53.66
7,25,9,842,79,27,1.5,0.2,580.195,42.745,92.972,89.068
7,25,10,891,92,30,0.8,0.2,782.311,55.138,118.032,113.184
7,25,11,925,98,32.5,0.5,0.2,938.974,65.248,134.52,129.05
7,25,12,947,101,34.3,1,0.2,1038.191,65.887,147.603,141.639
7,25,13,959,99,35.7,1.3,0.2,1068.601,65.907,151.712,145.593
7,25,14,957,99,36.6,1.5,0.2,1029.48,64.402,147.476,141.517
7,25,15,940,96,37,1.6,0.2,919.03,61.299,134.239,128.779
7,25,16,910,91,36.9,1.7,0.2,752.642,56.408,113.208,108.541
7,25,17,856,82,36.3,1.7,0.2,541.281,50.368,84.204,80.631
7,25,18,770,69,34.9,1.7,0.2,311.58,42.832,45.825,43.7
7,25,19,611,50,32,1.5,0.2,95.211,34.27,10.128,9.349
7,25,20,244,18,28.3,1.7,0.2,17.123,28.706,1.886,1.417
7,25,21,0,0,26.4,2.5,0.2,0,26.4,0,0
7,25,22,0,0,25.4,3.3,0.2,0,25.4,0,0
7,25,23,0,0,24.1,3.8,0.2,0,24.1,0,0
7,26,0,0,0,22.8,4,0.2,0,22.8,0,0
7,26,1,0,0,21.6,4,0.2,0,21.6,0,0
7,26,2,0,0,20.7,3.8,0.2,0,20.7,0,0
7,26,3,0,0,19.9,3.5,0.2,0,19.9,0,0
7,26,4,0,0,19.1,3,0.2,0,19.1,0,0
7,26,5,0,0,18.6,2.8,0.2,0,18.6,0,0
7,26,6,0,0,19.1,2.9,0.2,0,0,0,0
7,26,7,523,46,21.6,3,0.2,120.534,23.85,15.267,14.294
7,26,8,714,68,25,2.7,0.2,339.857,32.191,54.324,51.878
7,26,9,815,82,28.5,2.2,0.2,566.786,41.786,91.151,87.316
7,26,10,874,92,31.7,1.6,0.2,768.968,52.057,117.569,112.738
7,26,11,908,99,34,1.3,0.2,924.537,60.163,135.512,130.004
7,26,12,926,104,35.6,1.4,0.2,1020.6,63.79,146.515,140.592
7,26,13,924,111,36.7,1.6,0.2,1045.673,64.303,149.557,143.519
7,26,14,916,112,37.2,1.7,0.2,1003.065,63.118,144.539,138.691
7,26,15,896,111,37.4,1.8,0.2,895.817,60.083,131.532,126.175
7,26,16,854,108,37.2,1.7,0.2,728.93,56.09,109.723,105.188
7,26,17,787,100,36.6,1.6,0.2,522.304,50.47,81.098,77.642
7,26,18,686,85,35.4,1.2,0.2,298.62,43.93,43.846,41.795
7,26,19,492,62,32.9,0.6,0.2,95.701,35.864,11.037,10.223
7,26,20,116,19,30.2,0.3,0.2,18.075,30.813,1.974,1.503
7,26,21,0,0,29.2,0.4,0.2,0,29.2,0,0
7,26,22,0,0,28.3,1.3,0.2,0,28.3,0,0
7,26,23,0,0,26.1,2.7,0.2,0,26.1,0,0
7,27,0,0,0,24.7,4,0.2,0,24.7,0,0
7,27,1,0,0,23.2,4.9,0.2,0,23.2,0,0
7,27,2,0,0,21.9,4.5,0.2,0,21.9,0,0
7,27,3,0,0,21.1,3.9,0.2,0,21.1,0,0
7,27,4,0,0,20.4,3.3,0.2,0,20.4,0,0
7,27,5,0,0,20,3.1,0.2,0,20,0,0
7,27,6,0,0,20.5,3.3,0.2,0,0,0,0
7,27,7,405,58,22.7,3.7,0.2,113.26,24.626,15.01,14.047
7,27,8,629,86,25.8,3.4,0.2,323.686,31.896,51.826,49.474
7,27,9,754,101,29.1,2.8,0.2,550.267,40.648,88.796,85.05
7,27,10,798,124,32,2.2,0.2,745.487,49.426,115.117,110.378
7,27,11,844,132,34.3,1.5,0.2,899.849,58.611,132.708,127.306
7,27,12,863,138,35.9,0.9,0.2,992.844,66.886,140.501,134.805
7,27,13,802,187,36.8,0.7,0.2,1007.138,69.937,140.202,134.517
7,27,14,799,183,37.3,1,0.2,967.981,66.737,137.024,131.46
7,27,15,781,172,37.6,1.3,0.2,861.447,61.971,125.224,120.104
7,27,16,319,328,37.4,1.5,0.2,555.56,52.399,83.827,80.268
7,27,17,721,121,36.7,1.9,0.2,507.086,49.328,78.999,75.622
7,27,18,618,100,35.3,2.2,0.2,290.891,42.002,43.222,41.195
7,27,19,421,71,33,2.3,0.2,95.569,35.035,11.602,10.767
7,27,20,0,18,30.1,2.8,0.2,17.123,30.428,1.869,1.401
7,27,21,0,0,28.5,4.2,0.2,0,28.5,0,0
7,27,22,0,0,26.7,4.8,0.2,0,26.7,0,0
7,27,23,0,0,25.2,4.7,0.2,0,25.2,0,0
7,28,0,0,0,24,4.5,0.2,0,24,0,0
7,28,1,0,0,23.1,4.4,0.2,0,23.1,0,0
7,28,2,0,0,22.4,4.1,0.2,0,22.4,0,0
7,28,3,0,0,21.6,3.8,0.2,0,21.6,0,0
7,28,4,0,0,20.8,3.6,0.2,0,20.8,0,0
7,28,5,0,0,20.1,3.5,0.2,0,20.1,0,0
7,28,6,0,0,20.4,3.6,0.2,0,0,0,0
7,28,7,367,60,22.7,3.6,0.2,108.446,24.58,14.525,13.58
7,28,8,587,93,25.8,3.5,0.2,314.102,31.625,50.344,48.048
7,28,9,705,116,28.8,3.1,0.2,535.899,39.486,86.797,83.126
7,28,10,773,133,31.7,2.6,0.2,735.165,47.643,114.341,109.632
7,28,11,814,144,34.1,1.9,0.2,890.102,56.158,132.63,127.231
7,28,12,837,151,35.9,1.3,0.2,987.349,63.804,141.624,135.886
7,28,13,810,177,37,1.1,0.2,1005.249,66.804,142.008,136.255
7,28,14,803,175,37.6,0.9,0.2,963.891,67.678,135.906,130.384
7,28,15,780,170,37.8,0.8,0.2,858.499,65.335,122.946,117.912
7,28,16,679,189,37.5,0.7,0.2,686.276,60.149,101.128,96.917
7,28,17,597,172,36.7,0.7,0.2,488.022,52.847,74.632,71.42
7,28,18,473,140,35.5,0.5,0.2,280.576,45.19,41.561,39.597
7,28,19,263,92,33.7,0.2,0.2,99.814,37.371,13.32,12.42
7,28,20,15,14,32,0.2,0.2,13.318,32.466,1.418,0.967
7,28,21,0,0,30.8,0.9,0.2,0,30.8,0,0
7,28,22,0,0,28.9,1.6,0.2,0,28.9,0,0
7,28,23,0,0,27,1.8,0.2,0,27,0,0
7,29,0,0,0,25.8,2.1,0.2,0,25.8,0,0
7,29,1,0,0,24.8,2.3,0.2,0,24.8,0,0
7,29,2,0,0,23.7,2.3,0.2,0,23.7,0,0
7,29,3,0,0,22.7,2,0.2,0,22.7,0,0
7,29,4,0,0,21.9,1.8,0.2,0,21.9,0,0
7,29,5,0,0,21.3,1.8,0.2,0,21.3,0,0
7,29,6,0,0,21.7,2,0.2,0,0,0,0
7,29,7,236,73,23.6,2.2,0.2,100.762,25.871,14.287,13.351
7,29,8,466,124,26.2,1.7,0.2,295.945,33.824,47.103,44.929
7,29,9,613,152,29.3,1.5,0.2,516.964,43.315,82.228,78.73
7,29,10,717,163,32.7,2.1,0.2,723.564,49.942,111.334,106.738
7,29,11,792,161,35.2,3,0.2,887.397,53.117,133.908,128.461
7,29,12,847,152,36.8,3.5,0.2,998.255,55.377,148.556,142.556
7,29,13,911,121,37.8,4,0.2,1042.772,55.809,154.801,148.566
7,29,14,919,113,38.3,4.3,0.2,1006.807,54.975,150.349,144.282
7,29,15,912,105,38.4,4.4,0.2,903.056,53.17,136.673,131.121
7,29,16,882,97,38,4.4,0.2,736.941,50.076,113.912,109.219
7,29,17,829,87,37.1,4.4,0.2,529.954,45.808,84.048,80.481
7,29,18,738,74,35.6,3.9,0.2,303.317,40.837,44.918,42.826
7,29,19,556,53,32.6,2.5,0.2,90.344,34.379,9.852,9.084
7,29,20,140,16,28.7,1.5,0.2,15.221,29.077,1.662,1.202
7,29,21,0,0,27.2,1.4,0.2,0,27.2,0,0
7,29,22,0,0,26.4,1.3,0.2,0,26.4,0,0
7,29,23,0,0,26,1.2,0.2,0,26,0,0
7,30,0,0,0,25.7,1.2,0.2,0,25.7,0,0
7,30,1,0,0,25.1,1.3,0.2,0,25.1,0,0
7,30,2,0,0,24.3,1.5,0.2,0,24.3,0,0
7,30,3,0,0,23.3,1.7,0.2,0,23.3,0,0
7,30,4,0,0,22.4,1.7,0.2,0,22.4,0,0
7,30,5,0,0,21.8,1.8,0.2,0,21.8,0,0
7,30,6,0,0,22.3,2.2,0.2,0,0,0,0
7,30,7,328,64,24.4,3.2,0.2,105.479,26.359,14.244,13.309
7,30,8,600,94,26.7,3.7,0.2,319.102,32.439,50.971,48.652
7,30,9,751,107,28.7,4.1,0.2,553.392,38.17,90.224,86.424
7,30,10,838,114,30.5,4.4,0.2,765.46,43.033,121.457,116.479
7,30,11,892,116,32.3,4.7,0.2,926.94,46.859,143.756,137.937
7,30,12,926,115,33.7,4.9,0.2,1031.742,49.478,157.516,151.179
7,30,13,948,108,34.8,5,0.2,1066.744,50.905,161.679,155.185
7,30,14,948,106,35.4,5.3,0.2,1027.572,50.355,156.465,150.167
7,30,15,928,105,35.5,5.5,0.2,916.662,48.539,141.453,135.721
7,30,16,910,93,35.1,5.6,0.2,752.548,45.7,118.506,113.639
7,30,17,857,84,34.1,5.6,0.2,541.056,41.743,87.328,83.638
7,30,18,756,71,32.6,5.2,0.2,305.129,37.025,45.842,43.716
7,30,19,581,51,30,4,0.2,89.607,31.372,9.718,8.954
7,30,20,175,16,26.5,2.5,0.2,15.221,26.808,1.682,1.221
7,30,21,0,0,24.6,2.1,0.2,0,24.6,0,0
7,30,22,0,0,23.4,2,0.2,0,23.4,0,0
7,30,23,0,0,22.5,1.8,0.2,0,22.5,0,0
7,31,0,0,0,21.5,1.6,0.2,0,21.5,0,0
7,31,1,0,0,20.7,1.3,0.2,0,20.7,0,0
7,31,2,0,0,19.9,1.2,0.2,0,19.9,0,0
7,31,3,0,0,19.2,1.1,0.2,0,19.2,0,0
7,31,4,0,0,18.5,1,0.2,0,18.5,0,0
7,31,5,0,0,17.9,1,0.2,0,17.9,0,0
7,31,6,0,0,18.6,1.1,0.2,0,0,0,0
7,31,7,518,45,21.4,2.1,0.2,115.959,23.941,14.495,13.551
7,31,8,722,70,24.1,2.7,0.2,341.982,31.334,54.789,52.325
7,31,9,823,86,26.5,3.2,0.2,574.235,37.771,93.93,89.99
7,31,10,881,99,28.5,3.3,0.2,780.171,43.529,123.631,118.571
7,31,11,914,108,30.3,3.3,0.2,938.596,48.35,144.695,138.841
7,31,12,932,114,31.8,3.3,0.2,1036.6,51.717,156.785,150.475
7,31,13,951,106,33,3.3,0.2,1067.669,53.51,160.07,153.636
7,31,14,941,106,33.7,3.3,0.2,1020.666,53.316,153.519,147.333
7,31,15,919,104,33.9,3.3,0.2,907.515,51.36,138.43,132.812
7,31,16,878,99,33.7,3.3,0.2,735.051,47.869,114.699,109.976
7,31,17,816,90,32.9,3.3,0.2,524.653,43.041,84.173,80.601
7,31,18,709,77,31.5,3.1,0.2,294.352,37.255,44.194,42.13
7,31,19,519,55,29.1,2.4,0.2,87.717,30.875,9.917,9.146
7,31,20,128,14,26.1,1.9,0.2,13.318,26.403,1.464,1.012
7,31,21,0,0,24.9,2.6,0.2,0,24.9,0,0
7,31,22,0,0,24,3.4,0.2,0,24,0,0
7,31,23,0,0,22.8,3.8,0.2,0,22.8,0,0
8,1,0,0,0,21.6,4.1,0.2,0,21.6,0,0
8,1,1,0,0,21.9,3.8,0.2,0,21.9,0,0
8,1,2,0,0,21.1,4,0.2,0,21.1,0,0
8,1,3,0,0,20.4,3.8,0.2,0,20.4,0,0
8,1,4,0,0,20.1,3.6,0.2,0,20.1,0,0
8,1,5,0,0,20,3.3,0.2,0,20,0,0
8,1,6,0,0,20.1,3.1,0.2,0,0,0,0
8,1,7,322,63,21.2,3,0.2,103.036,23.177,14.068,13.14
8,1,8,589,93,23.4,2.6,0.2,313.184,30.15,50.447,48.147
8,1,9,745,105,26.3,2,0.2,547.213,39.645,88.703,84.961
8,1,10,831,111,29.4,1.9,0.2,753.691,48.115,117.158,112.342
8,1,11,881,115,31.8,2.5,0.2,915.842,52.001,139.065,133.424
8,1,12,912,117,33.5,3.2,0.2,1019.96,53.416,153.209,147.034
8,1,13,907,129,34.6,3.6,0.2,1046.733,53.783,156.735,150.426
8,1,14,908,123,35.2,4,0.2,1005.897,52.58,151.754,145.633
8,1,15,902,114,35.3,4.2,0.2,902.54,50.475,138.166,132.558
8,1,16,846,118,35,4.2,0.2,733.087,47.348,114.569,109.851
8,1,17,792,103,34.1,4.1,0.2,524.127,43.079,84.036,80.469
8,1,18,693,84,32.7,3.5,0.2,295.223,38.115,44.223,42.158
8,1,19,504,58,29.8,2.1,0.2,88.641,31.713,10.165,9.385
8,1,20,96,14,26.1,1.1,0.2,0,26.1,0,0
8,1,21,0,0,24.5,1,0.2,0,24.5,0,0
8,1,22,0,0,23.6,1.2,0.2,0,23.6,0,0
8,1,23,0,0,22.6,1.7,0.2,0,22.6,0,0
8,2,0,0,0,21.7,2.1,0.2,0,21.7,0,0
8,2,1,0,0,21,2.6,0.2,0,21,0,0
8,2,2,0,0,20.2,3,0.2,0,20.2,0,0
8,2,3,0,0,19.5,3.2,0.2,0,19.5,0,0
8,2,4,0,0,18.7,3.2,0.2,0,18.7,0,0
8,2,5,0,0,18,3.1,0.2,0,18,0,0
8,2,6,0,0,18.3,3.2,0.2,0,0,0,0
8,2,7,446,51,20.6,3.5,0.2,110.098,22.508,14.21,13.277
8,2,8,675,76,23.9,3.2,0.2,328.367,30.281,52.793,50.404
8,2,9,794,91,27.5,2.2,0.2,561.549,40.666,90.762,86.942
8,2,10,862,101,30.9,0.9,0.2,767.179,54.913,115.925,111.156
8,2,11,901,108,32.9,0.6,0.2,926.679,64.31,133.393,127.965
8,2,12,921,113,34.3,1.1,0.2,1024.698,64.708,146.537,140.614
8,2,13,920,120,35.3,1.5,0.2,1050.643,63.662,150.733,144.651
8,2,14,913,120,35.9,1.8,0.2,1007.504,61.387,146.344,140.427
8,2,15,894,116,36,1.9,0.2,897.239,58.254,132.875,127.466
8,2,16,859,109,35.9,2,0.2,732.699,53.739,111.51,106.907
8,2,17,798,98,35.3,2,0.2,521.535,48.033,81.93,78.443
8,2,18,693,81,33.9,1.8,0.2,291.408,41.158,43.006,40.987
8,2,19,501,56,31.2,1,0.2,85.661,33.559,9.658,8.897
8,2,20,95,13,27.8,0.8,0.2,0,27.8,0,0
8,2,21,0,0,26.2,0.8,0.2,0,26.2,0,0
8,2,22,0,0,24.9,0.7,0.2,0,24.9,0,0
8,2,23,0,0,23.8,0.8,0.2,0,23.8,0,0
8,3,0,0,0,23.1,0.9,0.2,0,23.1,0,0
8,3,1,0,0,22.5,1.1,0.2,0,22.5,0,0
8,3,2,0,0,21.4,1.4,0.2,0,21.4,0,0
8,3,3,0,0,20,1.5,0.2,0,20,0,0
8,3,4,0,0,18.6,1.3,0.2,0,18.6,0,0
8,3,5,0,0,17.6,1.2,0.2,0,17.6,0,0
8,3,6,0,0,18.1,1.6,0.2,0,0,0,0
8,3,7,480,47,20.6,2.4,0.2,110.765,22.898,13.994,13.069
8,3,8,701,72,23.7,2.2,0.2,334.52,31.463,53.512,51.097
8,3,9,818,87,27.6,2.4,0.2,571.195,40.492,92.442,88.558
8,3,10,854,109,31.1,3.1,0.2,768.896,46.402,120.417,115.478
8,3,11,899,117,33.2,3.5,0.2,933.899,50.602,142.637,136.861
8,3,12,926,118,34.7,3.7,0.2,1034.631,53.382,155.42,149.161
8,3,13,958,104,35.7,3.7,0.2,1072.367,55.062,159.749,153.328
8,3,14,956,101,36.3,3.7,0.2,1029.357,54.893,153.83,147.632
8,3,15,940,98,36.4,3.8,0.2,918.357,52.761,139.314,133.663
8,3,16,883,102,36,3.9,0.2,739.757,49.01,114.925,110.194
8,3,17,827,91,35.1,3.9,0.2,528.914,44.428,84.427,80.846
8,3,18,729,76,33.5,3.5,0.2,296.578,38.933,44.073,42.013
8,3,19,537,53,30.3,2.2,0.2,84.491,32.064,9.325,8.576
8,3,20,105,12,26.4,1.6,0.2,0,26.4,0,0
8,3,21,0,0,25,1.5,0.2,0,25,0,0
8,3,22,0,0,24,1.4,0.2,0,24,0,0
8,3,23,0,0,23.2,1.3,0.2,0,23.2,0,0
8,4,0,0,0,22.6,1.3,0.2,0,22.6,0,0
8,4,1,0,0,22,1.3,0.2,0,22,0,0
8,4,2,0,0,21.5,1.3,0.2,0,21.5,0,0
8,4,3,0,0,21,1.3,0.2,0,21,0,0
8,4,4,0,0,20.3,1.2,0.2,0,20.3,0,0
8,4,5,0,0,19.7,1.2,0.2,0,19.7,0,0
8,4,6,0,0,20,1.2,0.2,0,0,0,0
8,4,7,420,50,22.5,1.4,0.2,104.608,25.191,13.34,12.44
8,4,8,649,81,25.9,1.4,0.2,322.662,34.77,50.927,48.609
8,4,9,768,100,29.9,2.3,0.2,554.726,42.657,88.903,85.153
8,4,10,839,112,32.1,3,0.2,763.277,47.545,118.961,114.077
8,4,11,879,121,33.6,3.4,0.2,919.825,51.01,140.267,134.58
8,4,12,896,128,34.7,3.7,0.2,1015.222,53.031,152.755,146.597
8,4,13,905,129,35.6,3.9,0.2,1044.485,53.904,156.364,150.07
8,4,14,889,134,36,3.9,0.2,998.002,53.496,149.998,143.944
8,4,15,861,132,36.1,3.8,0.2,888.618,51.926,135.182,129.687
8,4,16,814,128,35.8,3.6,0.2,718.413,49.011,111.498,106.896
8,4,17,748,114,35.1,3.4,0.2,509.246,44.787,81.028,77.575
8,4,18,638,94,33.6,2.8,0.2,285.158,39.471,42.483,40.484
8,4,19,429,62,30.5,1.7,0.2,82.661,32.467,9.791,9.024
8,4,20,45,10,27.2,1.5,0.2,0,27.2,0,0
8,4,21,0,0,25.9,1.5,0.2,0,25.9,0,0
8,4,22,0,0,24.8,1.3,0.2,0,24.8,0,0
8,4,23,0,0,23.7,1.1,0.2,0,23.7,0,0
8,5,0,0,0,22.9,1.1,0.2,0,22.9,0,0
8,5,1,0,0,22.2,1.2,0.2,0,22.2,0,0
8,5,2,0,0,21.4,1.3,0.2,0,21.4,0,0
8,5,3,0,0,20.6,1.3,0.2,0,20.6,0,0
8,5,4,0,0,19.8,1.2,0.2,0,19.8,0,0
8,5,5,0,0,19.1,1.1,0.2,0,19.1,0,0
8,5,6,0,0,19.6,1.2,0.2,0,0,0,0
8,5,7,430,48,22.4,1.6,0.2,103.74,24.943,13.116,12.224
8,5,8,664,75,25.9,1.2,0.2,321.927,35.175,50.676,48.367
8,5,9,791,91,30,1.9,0.2,558.78,43.914,89.152,85.393
8,5,10,864,100,32.2,2.6,0.2,767.057,48.845,118.979,114.095
8,5,11,906,106,33.7,3,0.2,928.821,52.467,140.831,135.123
8,5,12,934,109,35,3.4,0.2,1033.159,54.541,154.502,148.278
8,5,13,946,108,35.9,3.7,0.2,1064.129,55.113,158.526,152.15
8,5,14,945,104,36.4,3.9,0.2,1021.23,54.308,153.038,146.869
8,5,15,932,98,36.5,3.9,0.2,910.384,52.483,138.313,132.699
8,5,16,893,97,36.3,3.9,0.2,740.349,49.323,114.925,110.193
8,5,17,840,86,35.6,3.7,0.2,528.73,45.208,84.18,80.608
8,5,18,744,71,34,3.1,0.2,295.059,39.757,43.534,41.495
8,5,19,558,49,30.7,1.9,0.2,80.099,32.455,8.557,7.837
8,5,20,102,11,27.1,1.7,0.2,0,27.1,0,0
8,5,21,0,0,25.8,1.8,0.2,0,25.8,0,0
8,5,22,0,0,24.6,1.7,0.2,0,24.6,0,0
8,5,23,0,0,23.5,1.5,0.2,0,23.5,0,0
8,6,0,0,0,22.6,1.3,0.2,0,22.6,0,0
8,6,1,0,0,21.8,1.2,0.2,0,21.8,0,0
8,6,2,0,0,21.1,1.2,0.2,0,21.1,0,0
8,6,3,0,0,20.5,1.2,0.2,0,20.5,0,0
8,6,4,0,0,19.8,1.2,0.2,0,19.8,0,0
8,6,5,0,0,19.2,1.1,0.2,0,19.2,0,0
8,6,6,0,0,19.6,1.1,0.2,0,0,0,0
8,6,7,475,44,22.4,1.3,0.2,105.852,25.153,13.061,12.171
8,6,8,697,68,25.7,1.3,0.2,327.629,34.914,51.595,49.252
8,6,9,806,85,29.5,3,0.2,561.113,40.887,90.692,86.874
8,6,10,867,99,31.6,3.7,0.2,768.127,45.508,120.826,115.873
8,6,11,900,110,32.7,4.1,0.2,927.383,48.511,142.966,137.177
8,6,12,927,110,33.8,4.4,0.2,1027.207,50.582,156.23,149.941
8,6,13,400,369,35.1,4.7,0.2,791.879,47.492,121.066,116.103
8,6,14,939,107,35.9,4.8,0.2,1018.181,51.679,154.302,148.085
8,6,15,914,108,36,4.9,0.2,904.469,49.853,138.929,133.293
8,6,16,867,106,35.5,4.9,0.2,732.503,46.741,114.908,110.178
8,6,17,329,243,34.5,4.7,0.2,408.635,40.935,65.214,62.357
8,6,18,712,76,32.9,4.1,0.2,288.053,37.723,42.866,40.852
8,6,19,2,55,30.4,2.8,0.2,49.955,31.442,7.513,6.832
